Year,State,Region,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,A%_<40,A%_40-64,A%_65-84,A%_85+,F%,M%,White%,AfrA%,His%,Asian%,Indig%,Unknown%,ha%,af%,hf%,dm%,hc%,hyp%,ihd%,strokeorTIA%,obesity%,pad%,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of people who used Medicare Part D prescription drugs,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Part B drug FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid clinic services,Total Medicaid FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid clinic payments
2007,CO,West,Partial Benefit,18611,18513,10565,7948,0.0596,0.405,0.482,0.0529,0.571,0.429,0.662,0.077,0.014,0.235,0.0075,0.005,0.005,0.0222,0.0851,0.187,0.19,0.296,0.147,0.0146,0.0563,0.0321,6117,8437,8595,4480,15920,196811181,35247573,2642270,2516801,5395604,2159374,5316268,48111525,4324,2395,371,6501,7934979,678311,521295,226657,1659119
2007,CO,West,Medicare Only,506767,315330,167192,148138,0.01,0.0943,0.781,0.115,0.537,0.463,0.873,0.0276,0.0111,0.0789,0.0019,0.007,0.0063,0.0639,0.117,0.162,0.297,0.398,0.218,0.027,0.0272,0.0571,185990,208460,234981,84489,234390,3560763555,727158256,13033962,82867557,161178777,65735082,89728463,233596593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,CO,West,Medicaid Only (Disability),50434,1680,926,754,0.603,0.39,NaN,NaN,0.552,0.448,0.318,0.0518,0.0139,0.146,0.0063,0.0004,NaN,0.0089,0.0506,0.101,0.0607,0.136,0.0565,0.0143,0.031,0.0101,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30521,20259,34174,36827,676295955,24010683,41537945,120792748,57813283
2007,CT,Northeast,Full Benefit,76842,76800,49218,27582,0.0976,0.3,0.38,0.222,0.641,0.359,0.664,0.142,0.0245,0.155,0.0013,0.0133,0.0108,0.0901,0.233,0.34,0.318,0.553,0.314,0.0764,0.0763,0.245,45984,51822,55887,25412,71008,1415720465,363912500,44073782,13128196,31770698,19155135,21744571,340086485,41243,44442,59247,12050,2188124680,7938010,76424845,38544306,8056230
2007,CT,Northeast,Partial Benefit,22899,22881,14528,8353,0.0386,0.285,0.549,0.128,0.635,0.365,0.748,0.124,0.0119,0.106,0.001,0.01,0.0076,0.0582,0.132,0.27,0.352,0.467,0.255,0.0251,0.0557,0.0791,10448,13231,14568,6168,19834,277051913,65639033,7259861,4126259,8796129,5096038,4637770,67052811,5094,3883,1704,1759,13658331,890826,1289976,1254044,698285
2007,CT,Northeast,Medicare Only,463528,383630,216158,167472,0.0074,0.0727,0.771,0.149,0.554,0.446,0.905,0.049,0.01,0.0263,0.0005,0.009,0.0083,0.0996,0.139,0.234,0.447,0.557,0.305,0.0351,0.0289,0.0983,239927,267554,304803,89031,185050,3733831048,1168294235,26839182,117528009,211344167,111921556,56374473,223124186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,CT,Northeast,Medicaid Only (Disability),30736,30643,16931,13712,0.332,0.658,NaN,NaN,0.553,0.447,0.457,0.224,0.0139,0.002,0.0019,0.3,0.0032,0.0127,0.0651,0.215,0.14,0.257,0.106,0.0198,0.0638,0.0208,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24035,16468,25417,10609,706049910,27259097,41495122,152782783,14423626
2007,DC,Northeast,Full Benefit,18007,17970,11122,6848,0.075,0.309,0.489,0.127,0.619,0.381,0.0616,0.865,0.0197,0.0445,0.0008,0.0086,0.011,0.035,0.236,0.369,0.273,0.621,0.297,0.0792,0.0925,0.172,8420,11026,11555,5185,15317,334874526,123757146,4726344,3346764,9362336,4297917,4844447,57151022,10086,9000,6405,3112,427399828,18086585,24363770,2867084,1863304
2007,DC,Northeast,Partial Benefit,2907,2906,1596,1310,NaN,NaN,0.552,0.0619,0.549,0.451,0.0702,0.882,0.0079,0.0341,NaN,NaN,0.0086,0.0282,0.209,0.362,0.334,0.617,0.28,0.0489,0.0833,0.108,1366,1799,2033,833,2420,53128993,19167214,623830,760801,1763453,772178,737163,9583710,1205,717,141,203,17712932,1894203,2765081,89003,53730
2007,DC,Northeast,Medicare Only,57436,41139,23695,17444,0.009,0.0673,0.748,0.176,0.568,0.432,0.336,0.614,0.0112,0.021,0.0004,0.0172,0.007,0.048,0.136,0.237,0.332,0.502,0.251,0.0389,0.0286,0.0958,22865,27764,30434,8321,13102,386748619,143570001,2084264,9930186,20760290,12385711,5142828,15841716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,DC,Northeast,Medicaid Only (Disability),25799,23004,10304,12700,0.455,0.529,NaN,NaN,0.437,0.563,0.0335,0.891,NaN,0.0183,NaN,0.0041,0.0031,0.0057,0.0727,0.152,0.0505,0.242,0.0921,0.0216,0.048,0.0216,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13855,8395,15674,7764,516540870,6979230,10181424,61575230,13066323
2007,DE,Northeast,Full Benefit,11061,11026,7196,3830,0.129,0.324,0.376,0.171,0.652,0.348,0.548,0.357,0.0323,0.0531,0.0012,0.0088,0.0095,0.0724,0.247,0.35,0.363,0.586,0.35,0.0965,0.0987,0.233,6521,7722,8389,3646,10065,203313944,54715376,3072779,2385697,5652924,3130077,4441023,48066458,6965,1552,5044,1167,306872181,490285,1198194,2414085,1349089
2007,DE,Northeast,Partial Benefit,11923,11921,7809,4112,0.0643,0.356,0.48,0.1,0.655,0.345,0.622,0.314,0.0107,0.0451,0.0012,0.0078,0.0105,0.0573,0.175,0.333,0.482,0.59,0.318,0.0441,0.096,0.113,6590,8363,8694,3966,10425,153788955,45061827,3466189,2766963,6509142,3490603,3425350,35131847,3981,191,541,779,8978685,276267,22088,1082484,770591
2007,DE,Northeast,Medicare Only,120188,110656,60038,50618,0.0087,0.102,0.783,0.107,0.537,0.463,0.854,0.115,0.0099,0.0126,0.0004,0.0076,0.0082,0.0869,0.141,0.27,0.549,0.594,0.339,0.0392,0.046,0.107,70233,79706,87202,27231,43821,912237527,317297304,4697627,24026639,65131816,35430803,18849084,58022226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,DE,Northeast,Medicaid Only (Disability),12574,2879,1283,1596,0.666,0.329,NaN,NaN,0.467,0.533,0.466,0.445,0.0084,0.0767,NaN,NaN,NaN,0.0087,0.0361,0.0941,0.0643,0.128,0.0597,0.0205,0.024,0.0229,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8332,4658,10466,813,165063281,1786383,1392177,36466735,1248410
2007,FL,Southeast,Full Benefit,334105,327484,213139,114345,0.0803,0.21,0.522,0.188,0.651,0.349,0.417,0.201,0.0224,0.349,0.0012,0.0096,0.0121,0.0617,0.254,0.337,0.347,0.56,0.405,0.0838,0.0759,0.217,189023,216898,235872,118443,301428,7207900946,1384551736,91692137,80918165,196031145,124731193,216992181,1209193758,102156,80020,109263,42359,3524807414,11895700,47891215,38828052,6999100
2007,FL,Southeast,Partial Benefit,235717,232494,137989,94505,0.0552,0.322,0.553,0.07,0.593,0.407,0.508,0.207,0.0097,0.268,0.0012,0.0066,0.0067,0.0323,0.13,0.233,0.28,0.372,0.261,0.0308,0.0647,0.089,87245,108756,118766,59775,210655,3615632904,565280082,50862882,45424194,107462553,64428338,93300710,659916282,36694,12514,5261,15737,106787715,4466485,10645259,7524302,2325724
2007,FL,Southeast,Medicare Only,2707074,1945993,1041720,904273,0.0065,0.086,0.781,0.127,0.531,0.469,0.836,0.0668,0.0075,0.0824,0.0005,0.007,0.0086,0.0877,0.143,0.239,0.512,0.551,0.381,0.0423,0.0357,0.0982,1332072,1436582,1598041,535056,1204830,22973804976,4549126144,98231979,659070470,1526122946,844633460,419497103,1300631043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,FL,Southeast,Medicaid Only (Disability),281162,74694,33134,41493,0.595,0.396,NaN,NaN,0.473,0.527,0.299,0.269,0.0077,0.145,0.0019,0.0011,0.0056,0.0099,0.0618,0.103,0.0504,0.142,0.0881,0.0282,0.0303,0.019,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133190,72292,151762,36819,3053353929,67783503,105985166,613726478,18137378
2007,GA,Southeast,Full Benefit,142090,140354,94542,45812,0.0969,0.279,0.461,0.163,0.674,0.326,0.474,0.466,0.0337,0.0197,0.0007,0.0065,0.0104,0.0521,0.244,0.349,0.283,0.621,0.28,0.0706,0.0767,0.164,77048,92256,102259,50622,129385,2201916995,535616330,34711158,30515831,63384376,30154168,53078932,470127600,87325,63473,48315,14172,1521342644,15027997,13624275,16858995,4347660
2007,GA,Southeast,Partial Benefit,110593,110398,71819,38579,0.0444,0.346,0.533,0.0773,0.651,0.349,0.553,0.419,0.0083,0.0154,0.0007,0.0038,0.0093,0.0466,0.191,0.332,0.351,0.603,0.284,0.0387,0.0828,0.0964,56400,71218,78325,42825,99902,1410614543,336406188,17786071,26525571,53419882,25578736,44527387,314406272,41875,29886,3726,5173,71654404,7439236,4280200,2155192,971078
2007,GA,Southeast,Medicare Only,911572,784813,425490,359322,0.0124,0.131,0.76,0.0969,0.535,0.465,0.793,0.183,0.008,0.0106,0.0004,0.0054,0.008,0.0654,0.131,0.243,0.412,0.555,0.274,0.0355,0.0344,0.0794,471734,539226,618455,221407,387491,6379719993,1820958859,43899133,201114849,413283414,200726439,166511259,523358393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,GA,Southeast,Medicaid Only (Disability),151390,59871,27977,31894,0.575,0.415,NaN,NaN,0.514,0.486,0.309,0.427,0.0086,0.0102,0.0011,0.0003,0.0035,0.0073,0.0617,0.109,0.0538,0.178,0.0642,0.0216,0.0318,0.0226,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102005,60208,119421,33759,1711988918,80636220,49177140,342439885,24184923
2007,HI,West,Full Benefit,28870,28668,17325,11343,0.0664,0.227,0.542,0.164,0.604,0.396,0.196,0.0122,0.605,0.0995,0.0021,0.0846,0.0107,0.0455,0.162,0.312,0.407,0.547,0.229,0.0498,0.045,0.0559,10695,15377,19759,6308,25866,318002319,85716521,1632804,5009136,8770035,3943412,4077941,85121627,15840,9646,18865,5556,326828065,1547230,4455503,6685643,6107602
2007,HI,West,Partial Benefit,2677,2638,1435,1203,0.0415,0.327,0.53,0.101,0.547,0.453,0.298,NaN,0.48,0.0953,NaN,0.11,0.008,0.0292,0.122,0.229,0.267,0.348,0.169,0.0269,0.0504,NaN,720,991,1280,425,2259,27674253,5077549,NaN,135741,603100,246922,278461,6821429,192,99,158,87,660242,15651,18650,89046,32494
2007,HI,West,Medicare Only,166449,87833,45592,42241,0.006,0.0667,0.786,0.142,0.535,0.465,0.259,0.0064,0.567,0.0533,0.0005,0.113,0.0068,0.0514,0.104,0.247,0.503,0.528,0.222,0.0359,0.0195,0.0446,42241,52812,65105,14518,87585,978828144,173952273,1617006,12081850,32618977,12513175,6606101,84239797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,HI,West,Medicaid Only (Disability),15613,13953,6693,7260,0.439,0.558,NaN,NaN,0.503,0.497,0.333,0.0209,0.601,0.0403,NaN,NaN,0.0052,0.0153,0.0748,0.159,0.14,0.204,0.0829,0.0185,0.0479,0.012,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10288,4441,11982,4891,239931257,3099252,7625559,65262755,6781569
2007,IA,Midwest,Full Benefit,64858,64094,39381,24713,0.133,0.362,0.322,0.184,0.614,0.386,0.916,0.0428,0.0146,0.0171,0.0028,0.0071,0.0111,0.0652,0.225,0.295,0.251,0.463,0.26,0.0453,0.0853,0.185,37612,40847,42311,23624,60691,874456421,206260352,20221329,15218192,22193069,8991967,22924811,259002541,40436,36957,39554,9732,1075184609,9833564,16720112,10329651,2321070
2007,IA,Midwest,Partial Benefit,12658,12646,7526,5120,0.0575,0.293,0.581,0.0687,0.595,0.405,0.91,0.0505,0.0111,0.0209,0.004,0.0032,0.0081,0.0421,0.115,0.233,0.267,0.387,0.219,0.0183,0.0553,0.0667,5166,6685,7017,3650,10610,106447850,25058654,1291451,1662708,3430854,1516948,2886551,26281703,3758,2319,841,1018,7547822,781707,429519,216403,150217
2007,IA,Midwest,Medicare Only,446829,374323,211540,162783,0.0055,0.0648,0.778,0.152,0.555,0.445,0.977,0.0093,0.003,0.0056,0.0008,0.004,0.0088,0.0788,0.132,0.206,0.357,0.481,0.269,0.0276,0.0289,0.102,229441,256002,280076,107009,239554,2827107872,858759229,11668775,88605562,153763794,65279613,67853030,237374913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,IA,Midwest,Medicaid Only (Disability),34826,4551,2163,2388,0.632,0.366,NaN,NaN,0.498,0.502,0.669,0.0946,0.008,0.0103,0.004,0.0145,0.0083,0.0138,0.0525,0.106,0.0615,0.141,0.0686,0.0204,0.0444,0.013,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24351,18513,29294,10422,649262027,22175639,21390289,110326069,5686596
2007,ID,West,Full Benefit,21720,21288,13064,8224,0.156,0.334,0.354,0.155,0.616,0.384,0.878,0.0044,0.0126,0.075,0.0203,0.01,0.0068,0.0597,0.211,0.28,0.21,0.388,0.213,0.0421,0.0755,0.0527,10219,12369,13923,7762,19675,294980823,56685016,7161134,2681229,7414926,2806828,8967151,85892600,10519,7084,8046,7445,364097362,930011,3200423,3591514,2530995
2007,ID,West,Partial Benefit,8809,8786,4918,3868,0.089,0.396,0.464,0.0512,0.56,0.44,0.9,0.0057,0.005,0.0643,0.018,0.0067,0.0052,0.0336,0.107,0.22,0.205,0.304,0.182,0.0153,0.0538,0.0312,3353,4127,4563,2379,7326,82626600,15318356,1605639,943386,2719408,1019603,2209968,23311817,1940,182,246,1472,4834533,118165,38226,181380,376511
2007,ID,West,Medicare Only,186057,138772,71970,66802,0.0085,0.0928,0.778,0.121,0.515,0.485,0.96,0.0017,0.0057,0.0204,0.0061,0.0062,0.0063,0.0688,0.125,0.194,0.296,0.4,0.224,0.0254,0.025,0.0363,78633,84959,95529,37052,81296,1129006198,261829257,5506599,18223971,58652560,20933242,29574420,84457335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,ID,West,Medicaid Only (Disability),20694,6455,3262,3193,0.678,0.321,NaN,NaN,0.503,0.497,0.949,0.0107,NaN,0.0096,0.0228,NaN,0.0034,0.0062,0.035,0.0967,0.0502,0.0993,0.0409,0.0113,0.0397,0.0057,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13378,8446,16725,8433,408911089,8467338,8636828,61327173,9379092
2007,IL,Midwest,Full Benefit,267870,267017,163625,103392,0.109,0.333,0.425,0.132,0.612,0.388,0.559,0.28,0.0485,0.101,0.001,0.0104,0.0114,0.057,0.275,0.334,0.31,0.556,0.323,0.0681,0.0993,0.173,153342,175779,190354,92871,240943,4681136167,1308008902,90120433,62482122,135027088,59290513,92568532,939951037,142114,109332,146865,33284,2925981873,10972051,68466058,46659100,10069930
2007,IL,Midwest,Partial Benefit,38688,38663,23880,14783,0.0558,0.318,0.539,0.087,0.618,0.382,0.597,0.283,0.0166,0.0966,0.0007,0.0063,0.0096,0.0489,0.201,0.297,0.319,0.507,0.293,0.0375,0.0896,0.111,17785,22597,24343,12580,33382,504401684,141229140,6964257,7821785,16297857,7472834,11961729,99499345,7342,5743,4101,2195,27921727,363697,1872190,1106921,399553
2007,IL,Midwest,Medicare Only,1524089,1303428,735504,567924,0.0083,0.0771,0.776,0.139,0.556,0.444,0.844,0.0975,0.0134,0.0376,0.0003,0.0076,0.0089,0.0792,0.157,0.23,0.406,0.534,0.301,0.0374,0.0377,0.0973,767640,874699,978006,334851,629431,11447411037,3625200517,54404311,339214499,660981122,283969334,224758888,774224127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,IL,Midwest,Medicaid Only (Disability),169474,167345,84362,82983,0.433,0.542,NaN,NaN,0.506,0.494,0.363,0.497,0.0171,0.0664,0.0016,0.0235,0.0046,0.0102,0.0984,0.171,0.092,0.246,0.11,0.0213,0.0665,0.0244,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113945,54777,130297,49390,2778054116,65200652,57302095,474823953,37276846
2007,IN,Midwest,Full Benefit,97255,97039,61741,35298,0.115,0.332,0.37,0.182,0.636,0.364,0.825,0.136,0.0101,0.0203,0.001,0.0076,0.014,0.0676,0.299,0.352,0.284,0.568,0.338,0.0862,0.107,0.243,63586,68836,74006,35497,90027,1896374724,438973193,36838274,33765334,45392208,20462467,40460052,442203702,53972,31526,62631,49133,1814858070,15236528,18624339,22869453,46863036
2007,IN,Midwest,Partial Benefit,52159,52151,32673,19478,0.12,0.433,0.399,0.0485,0.626,0.374,0.806,0.162,0.0036,0.0229,0.0011,0.0046,0.0085,0.0358,0.156,0.281,0.288,0.45,0.255,0.0291,0.0995,0.0746,25017,32376,34049,18751,44979,551709281,134092628,5802791,12858504,18234783,9258083,19546536,150168661,18623,3777,3116,13020,36610991,5995795,1549382,2129242,4913552
2007,IN,Midwest,Medicare Only,838617,714036,397531,316505,0.0103,0.0971,0.772,0.12,0.55,0.45,0.924,0.0557,0.004,0.0111,0.0003,0.0046,0.0094,0.0707,0.153,0.243,0.396,0.533,0.303,0.0366,0.04,0.0914,422527,485642,539098,207118,332814,5805968204,1695347733,27636252,197057637,316799481,148974030,151346573,421336567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,IN,Midwest,Medicaid Only (Disability),82464,50809,25583,25226,0.52,0.478,NaN,NaN,0.522,0.478,0.748,0.211,0.0026,0.0275,NaN,NaN,0.0062,0.0115,0.0754,0.145,0.0898,0.194,0.106,0.0257,0.0656,0.0318,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58497,36924,65244,44979,1180766413,46078550,44036292,221595966,43889956
2007,KS,Midwest,Full Benefit,44746,44476,28709,15767,0.122,0.318,0.352,0.208,0.646,0.354,0.811,0.107,0.0233,0.0425,0.0094,0.0068,0.0116,0.07,0.286,0.312,0.234,0.51,0.284,0.065,0.0852,0.178,26482,29886,32561,16055,41376,731945261,165191596,19842430,10929665,18528364,8670204,17999843,190682980,15709,11045,25088,12678,795215410,2206966,4529015,6868007,5940716
2007,KS,Midwest,Partial Benefit,15397,15394,8820,6574,0.0817,0.436,0.429,0.053,0.573,0.427,0.805,0.116,0.0102,0.0509,0.0123,0.0055,0.009,0.0384,0.134,0.254,0.259,0.415,0.221,0.0231,0.0819,0.0699,7221,9327,9975,4980,13313,162770538,37634558,3522016,5468433,6010028,2917012,4965427,44619668,3202,628,679,2734,9937703,454631,97987,372318,1134745
2007,KS,Midwest,Medicare Only,372422,325607,181851,143756,0.0079,0.0825,0.766,0.144,0.551,0.449,0.93,0.0352,0.0055,0.0195,0.0039,0.0055,0.0084,0.073,0.144,0.208,0.353,0.496,0.281,0.0326,0.031,0.0875,200576,231556,251281,93076,184085,2630116289,749236452,18208613,104286776,158694977,74459107,72985418,212533253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,KS,Midwest,Medicaid Only (Disability),35717,24843,11575,13268,0.593,0.4,NaN,NaN,0.486,0.514,0.708,0.178,0.0133,0.001,0.0119,0.0678,0.0041,0.0072,0.0484,0.105,0.0566,0.13,0.0622,0.0316,0.041,0.0178,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21843,11515,27100,13453,580369765,13484840,11008569,96437134,8535377
2007,KY,Southeast,Full Benefit,101927,90958,56806,34152,0.13,0.313,0.43,0.126,0.626,0.374,0.881,0.101,0.0061,0.0063,0.0006,0.0058,0.0143,0.068,0.272,0.329,0.342,0.583,0.355,0.0711,0.0833,0.16,51966,64706,70074,36196,94197,1584851451,379953366,22420899,21098514,35854368,21244835,39116515,371298294,67519,37658,70466,26715,1058995873,9813591,14575537,22512946,10280745
2007,KY,Southeast,Partial Benefit,62993,62984,37014,25970,0.0699,0.408,0.469,0.0533,0.588,0.412,0.905,0.0852,0.0019,0.0049,0.0005,0.0028,0.0117,0.0482,0.18,0.304,0.389,0.55,0.333,0.033,0.0817,0.0905,33151,43212,47348,25453,57081,728288227,204462476,6866662,10717264,26204300,14990041,28683437,183394508,25034,13569,2237,10157,56393163,3709998,3174268,1335545,3056113
2007,KY,Southeast,Medicare Only,580863,486141,254967,231174,0.0148,0.169,0.716,0.1,0.523,0.477,0.944,0.0461,0.0025,0.0031,0.0003,0.0041,0.0106,0.0669,0.152,0.242,0.411,0.541,0.313,0.0341,0.0382,0.0852,283784,330522,379350,146482,227385,4019378754,1243154469,19642787,111857282,214691766,106084316,116437981,313847902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,KY,Southeast,Medicaid Only (Disability),141463,93144,45843,47301,0.519,0.479,NaN,NaN,0.51,0.49,0.689,0.0888,0.003,NaN,NaN,0.0043,0.0008,0.0065,0.0496,0.132,0.12,0.191,0.105,0.0125,0.044,0.0236,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102871,51068,119535,46562,1306073906,86189817,44787532,311201045,40009385
2007,LA,Southeast,Full Benefit,104077,103999,67651,36348,0.121,0.288,0.438,0.152,0.651,0.349,0.456,0.499,0.0155,0.0221,0.0015,0.0063,0.0101,0.0592,0.272,0.345,0.29,0.622,0.321,0.0827,0.0823,0.156,51866,70558,73049,38586,94885,2004393913,417965587,68552964,23547225,43030529,24716434,46333491,373710768,64316,35848,43628,16875,1382753623,9441177,21488927,21038365,5554783
2007,LA,Southeast,Partial Benefit,69168,69138,41809,27329,0.0449,0.315,0.563,0.0768,0.605,0.395,0.524,0.443,0.0053,0.0225,0.0017,0.0037,0.0081,0.0452,0.194,0.295,0.31,0.548,0.297,0.0403,0.0712,0.107,29786,40616,40944,23248,61504,970652494,191364578,16572690,10058813,29211219,16085184,26663730,181704660,21625,12018,1714,5794,33120626,3233243,5653832,1617859,1462750
2007,LA,Southeast,Medicare Only,500616,379234,197209,182025,0.0115,0.128,0.749,0.111,0.516,0.484,0.781,0.189,0.0042,0.0199,0.0009,0.0058,0.0076,0.0694,0.154,0.236,0.385,0.549,0.321,0.0386,0.0373,0.0912,221087,260679,279042,104228,208966,3972818044,885948147,39667282,95860258,188262302,102175784,82709604,277445948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,LA,Southeast,Medicaid Only (Disability),126224,72048,30731,41312,0.569,0.428,NaN,NaN,0.498,0.502,0.316,0.574,0.0049,0.0058,0.004,0.0004,0.0047,0.0064,0.0487,0.0769,0.0319,0.133,0.0535,0.0206,0.021,0.0123,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85127,42612,98777,23642,1603112520,64711247,28538397,340751343,20505639
2007,MA,Northeast,Full Benefit,229387,221882,133778,88104,0.11,0.364,0.381,0.145,0.607,0.393,0.713,0.0873,0.0475,0.129,0.0014,0.0213,0.0089,0.0614,0.169,0.275,0.298,0.448,0.247,0.0451,0.0867,0.143,118916,144155,150953,63115,212435,3628974283,813277106,128014921,33807095,79301180,45599497,49354490,821434405,99188,84355,113288,20463,3264448330,9742351,28360522,27881213,15097933
2007,MA,Northeast,Partial Benefit,15851,14163,9752,4411,0.0047,0.0305,0.775,0.189,0.693,0.307,0.857,0.0646,0.0134,0.0541,0.0007,0.0103,0.0102,0.0758,0.152,0.248,0.329,0.472,0.261,0.0304,0.0434,0.0919,6002,7688,7985,3368,13530,195326378,39924892,1372805,1444116,4437717,2404382,2197193,30287031,432,287,306,88,3074147,47257,50459,71977,50746
2007,MA,Northeast,Medicare Only,803439,576144,325264,250880,0.007,0.0754,0.771,0.147,0.556,0.444,0.937,0.0258,0.0097,0.0174,0.0003,0.0101,0.0098,0.0985,0.144,0.21,0.423,0.537,0.291,0.0367,0.0355,0.103,353154,398745,433015,124671,313634,6503422186,1699953737,49924072,85667309,279483320,137049264,73281410,332515957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,MA,Northeast,Medicaid Only (Disability),138823,36826,15667,21159,0.492,0.508,NaN,NaN,0.51,0.49,0.71,0.106,0.0126,0.0955,0.002,0.0007,0.0019,0.008,0.0308,0.0659,0.0315,0.0704,0.042,0.0138,0.0188,0.0093,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77833,35684,91865,19519,1667028006,58837588,26010098,282681627,22781898
2007,MD,Southeast,Full Benefit,69977,69797,44414,25383,0.113,0.279,0.431,0.177,0.637,0.363,0.477,0.396,0.077,0.0364,0.0011,0.0127,0.0125,0.0619,0.24,0.343,0.321,0.567,0.319,0.0867,0.0902,0.212,37320,44197,48256,20411,62556,1370860853,487164104,8366191,16349864,33882469,21443531,18292703,260743092,41907,21220,27640,4850,1549081876,9350542,21921645,8751353,704640
2007,MD,Southeast,Partial Benefit,33323,33315,21595,11720,0.0591,0.36,0.506,0.0748,0.648,0.352,0.498,0.437,0.0287,0.0274,0.0013,0.0072,0.0107,0.0501,0.201,0.346,0.401,0.59,0.324,0.0454,0.112,0.13,17534,22200,24045,11598,29971,594011008,213317557,3629543,9721528,19847054,11354620,11480060,113595974,13818,6480,1997,2194,38956535,3240650,1902277,434451,242587
2007,MD,Southeast,Medicare Only,657573,561736,317091,244645,0.0086,0.0877,0.775,0.128,0.554,0.446,0.757,0.199,0.02,0.0138,0.0004,0.0098,0.0098,0.077,0.15,0.254,0.461,0.572,0.31,0.0433,0.0452,0.125,352047,396976,450940,142234,197299,5689872651,2318444299,14401338,154897985,337734462,204122378,98147133,268994578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,MD,Southeast,Medicaid Only (Disability),87032,28333,13129,15204,0.508,0.467,NaN,NaN,0.479,0.521,0.341,0.567,0.0187,0.0205,0.0022,0.0001,0.008,0.0148,0.0912,0.144,0.0733,0.233,0.115,0.0428,0.0493,0.0383,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49573,22099,66402,7311,1352242058,48768595,37061319,123558129,3756266
2007,ME,Northeast,Full Benefit,51913,51865,30833,21032,0.137,0.368,0.365,0.13,0.594,0.406,0.964,0.0067,0.0071,0.0072,0.0075,0.0077,0.0136,0.0632,0.163,0.266,0.334,0.435,0.256,0.0426,0.0945,0.085,27159,33699,32867,17077,47361,625279137,156611708,12992092,7413569,16136275,7233595,14607537,172651811,159,115,28168,88,12097877,41756,19025,10066510,36116
